"NAME_HN"|"WS_BEW"|"ID_ICD"|"NAME_ICD"|"ATC"|"ID_ICD_GROUPED"|"NAME_ICD_GROUPED"
"Awiqli"|"Insulin icodec"|"E10.72"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"|"A10AE07"|"E10.72"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.74"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"|"A10AE07"|"E10.74"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.75"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"|"A10AE07"|"E10.75"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.80"|"Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10AE07"|"E10.80"|"Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.81"|"Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"|"A10AE07"|"E10.81"|"Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.90"|"Diabetes mellitus, Typ 1: Ohne Komplikationen: Nicht als entgleist bezeichnet"|"A10AE07"|"E10.90"|"Diabetes mellitus, Typ 1: Ohne Komplikationen: Nicht als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.91"|"Diabetes mellitus, Typ 1: Ohne Komplikationen: Als entgleist bezeichnet"|"A10AE07"|"E10.91"|"Diabetes mellitus, Typ 1: Ohne Komplikationen: Als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.40"|"Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"|"A10AE07"|"E10.40"|"Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.73"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"|"A10AE07"|"E10.73"|"Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet"
"Awiqli"|"Insulin icodec"|"E10.60"|"Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"|"A10AE07"|"E10.60"|"Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet"
"PiaSky"|"Crovalimab"|"D59.5"|"Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]"|NA|"D59.5"|"Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]"
"Winrevair"|"Sotatercept"|"I27.08"|"Sonstige primäre pulmonale Hypertonie"|"C02KX06"|"I27.08"|"Sonstige primäre pulmonale Hypertonie"
"Tepkinly"|"Epcoritamab"|"C82.0"|"Follikuläres Lymphom Grad I"|NA|"C82.0"|"Follikuläres Lymphom Grad I"
"Tepkinly"|"Epcoritamab"|"C82.1"|"Follikuläres Lymphom Grad II"|NA|"C82.1"|"Follikuläres Lymphom Grad II"
"Tepkinly"|"Epcoritamab"|"C82.2"|"Follikuläres Lymphom Grad III, nicht näher bezeichnet"|NA|"C82.2"|"Follikuläres Lymphom Grad III, nicht näher bezeichnet"
"Tepkinly"|"Epcoritamab"|"C82.3"|"Follikuläres Lymphom Grad IIIa"|NA|"C82.3"|"Follikuläres Lymphom Grad IIIa"
"Tepkinly"|"Epcoritamab"|"C82.4"|"Follikuläres Lymphom Grad IIIb"|NA|"C82.4"|"Follikuläres Lymphom Grad IIIb"
"Tepkinly"|"Epcoritamab"|"C82.7"|"Sonstige Typen des follikulären Lymphoms"|NA|"C82.7"|"Sonstige Typen des follikulären Lymphoms"
"Tepkinly"|"Epcoritamab"|"C82.9"|"Follikuläres Lymphom, nicht näher bezeichnet"|NA|"C82.9"|"Follikuläres Lymphom, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"K35.2"|"Akute Appendizitis mit generalisierter Peritonitis"|NA|"K35.2"|"Akute Appendizitis mit generalisierter Peritonitis"
"Emblaveo"|"Aztreonam/Avibactam"|"K35.30"|"Akute Appendizitis mit lokalisierter Peritonitis ohne Perforation oder Ruptur"|NA|"K35.30"|"Akute Appendizitis mit lokalisierter Peritonitis ohne Perforation oder Ruptur"
"Emblaveo"|"Aztreonam/Avibactam"|"K35.31"|"Akute Appendizitis mit lokalisierter Peritonitis mit Perforation oder Ruptur"|NA|"K35.31"|"Akute Appendizitis mit lokalisierter Peritonitis mit Perforation oder Ruptur"
"Emblaveo"|"Aztreonam/Avibactam"|"K35.32"|"Akute Appendizitis mit Peritonealabszess"|NA|"K35.32"|"Akute Appendizitis mit Peritonealabszess"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.02"|"Divertikulitis des Dünndarmes mit Perforation und Abszess, ohne Angabe einer Blutung"|NA|"K57.02"|"Divertikulitis des Dünndarmes mit Perforation und Abszess, ohne Angabe einer Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.03"|"Divertikulitis des Dünndarmes mit Perforation, Abszess und Blutung"|NA|"K57.03"|"Divertikulitis des Dünndarmes mit Perforation, Abszess und Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.22"|"Divertikulitis des Dickdarmes mit Perforation und Abszess, ohne Angabe einer Blutung"|NA|"K57.22"|"Divertikulitis des Dickdarmes mit Perforation und Abszess, ohne Angabe einer Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.23"|"Divertikulitis des Dickdarmes mit Perforation, Abszess und Blutung"|NA|"K57.23"|"Divertikulitis des Dickdarmes mit Perforation, Abszess und Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.42"|"Divertikulitis sowohl des Dünndarmes als auch des Dickdarmes mit Perforation und Abszess, ohne Angabe einer Blutung"|NA|"K57.42"|"Divertikulitis sowohl des Dünndarmes als auch des Dickdarmes mit Perforation und Abszess, ohne Angabe einer Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.43"|"Divertikulitis sowohl des Dünndarmes als auch des Dickdarmes mit Perforation, Abszess und Blutung"|NA|"K57.43"|"Divertikulitis sowohl des Dünndarmes als auch des Dickdarmes mit Perforation, Abszess und Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.82"|"Divertikulitis des Darmes, Teil nicht näher bezeichnet, mit Perforation und Abszess, ohne Angabe einer Blutung"|NA|"K57.82"|"Divertikulitis des Darmes, Teil nicht näher bezeichnet, mit Perforation und Abszess, ohne Angabe einer Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K57.83"|"Divertikulitis des Darmes, Teil nicht näher bezeichnet, mit Perforation, Abszess und Blutung"|NA|"K57.83"|"Divertikulitis des Darmes, Teil nicht näher bezeichnet, mit Perforation, Abszess und Blutung"
"Emblaveo"|"Aztreonam/Avibactam"|"K63.0"|"Darmabszess"|NA|"K63.0"|"Darmabszess"
"Emblaveo"|"Aztreonam/Avibactam"|"K63.1"|"Perforation des Darmes (nichttraumatisch)"|NA|"K63.1"|"Perforation des Darmes (nichttraumatisch)"
"Emblaveo"|"Aztreonam/Avibactam"|"K65.00"|"Spontane bakterielle Peritonitis [SBP] (akut)"|NA|"K65.00"|"Spontane bakterielle Peritonitis [SBP] (akut)"
"Emblaveo"|"Aztreonam/Avibactam"|"K65.09"|"Sonstige und nicht näher bezeichnete akute Peritonitis"|NA|"K65.09"|"Sonstige und nicht näher bezeichnete akute Peritonitis"
"Emblaveo"|"Aztreonam/Avibactam"|"K65.8"|"Sonstige Peritonitis"|NA|"K65.8"|"Sonstige Peritonitis"
"Emblaveo"|"Aztreonam/Avibactam"|"K65.9"|"Peritonitis, nicht näher bezeichnet"|NA|"K65.9"|"Peritonitis, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"K75.0"|"Leberabszess"|NA|"K75.0"|"Leberabszess"
"Emblaveo"|"Aztreonam/Avibactam"|"K80.40"|"Gallengangsstein mit Cholezystitis: Ohne Angabe einer Gallenwegsobstruktion"|NA|"K80.40"|"Gallengangsstein mit Cholezystitis: Ohne Angabe einer Gallenwegsobstruktion"
"Emblaveo"|"Aztreonam/Avibactam"|"K81.0"|"Akute Cholezystitis"|NA|"K81.0"|"Akute Cholezystitis"
"Emblaveo"|"Aztreonam/Avibactam"|"N73.0"|"Akute Parametritis und Entzündung des Beckenbindegewebes"|NA|"N73.0"|"Akute Parametritis und Entzündung des Beckenbindegewebes"
"Emblaveo"|"Aztreonam/Avibactam"|"N73.3"|"Akute Pelveoperitonitis bei der Frau"|NA|"N73.3"|"Akute Pelveoperitonitis bei der Frau"
"Emblaveo"|"Aztreonam/Avibactam"|"N73.4"|"Chronische Pelveoperitonitis bei der Frau"|NA|"N73.4"|"Chronische Pelveoperitonitis bei der Frau"
"Emblaveo"|"Aztreonam/Avibactam"|"N73.5"|"Pelveoperitonitis bei der Frau, nicht näher bezeichnet"|NA|"N73.5"|"Pelveoperitonitis bei der Frau, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"O08.0"|"Infektion des Genitaltraktes und des Beckens nach Abort, Extrauteringravidität und Molenschwangerschaft"|NA|"O08.0"|"Infektion des Genitaltraktes und des Beckens nach Abort, Extrauteringravidität und Molenschwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"T81.4"|"Infektion nach einem Eingriff, anderenorts nicht klassifiziert"|NA|"T81.4"|"Infektion nach einem Eingriff, anderenorts nicht klassifiziert"
"Emblaveo"|"Aztreonam/Avibactam"|"T85.71"|"Infektion und entzündliche Reaktion durch Katheter zur Peritonealdialyse"|NA|"T85.71"|"Infektion und entzündliche Reaktion durch Katheter zur Peritonealdialyse"
"Emblaveo"|"Aztreonam/Avibactam"|"J14"|"Pneumonie durch Haemophilus influenzae"|NA|"J14"|"Pneumonie durch Haemophilus influenzae"
"Emblaveo"|"Aztreonam/Avibactam"|"J15.0"|"Pneumonie durch Klebsiella pneumoniae"|NA|"J15.0"|"Pneumonie durch Klebsiella pneumoniae"
"Emblaveo"|"Aztreonam/Avibactam"|"J15.1"|"Pneumonie durch Pseudomonas"|NA|"J15.1"|"Pneumonie durch Pseudomonas"
"Emblaveo"|"Aztreonam/Avibactam"|"J15.5"|"Pneumonie durch Escherichia coli"|NA|"J15.5"|"Pneumonie durch Escherichia coli"
"Emblaveo"|"Aztreonam/Avibactam"|"J15.6"|"Pneumonie durch andere gramnegative Bakterien"|NA|"J15.6"|"Pneumonie durch andere gramnegative Bakterien"
"Emblaveo"|"Aztreonam/Avibactam"|"J15.8"|"Sonstige bakterielle Pneumonie"|NA|"J15.8"|"Sonstige bakterielle Pneumonie"
"Emblaveo"|"Aztreonam/Avibactam"|"J15.9"|"Bakterielle Pneumonie, nicht näher bezeichnet"|NA|"J15.9"|"Bakterielle Pneumonie, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"J18.0"|"Bronchopneumonie, nicht näher bezeichnet"|NA|"J18.0"|"Bronchopneumonie, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"J18.1"|"Lobärpneumonie, nicht näher bezeichnet"|NA|"J18.1"|"Lobärpneumonie, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"J18.2"|"Hypostatische Pneumonie, nicht näher bezeichnet"|NA|"J18.2"|"Hypostatische Pneumonie, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"J18.8"|"Sonstige Pneumonie, Erreger nicht näher bezeichnet"|NA|"J18.8"|"Sonstige Pneumonie, Erreger nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"J18.9"|"Pneumonie, nicht näher bezeichnet"|NA|"J18.9"|"Pneumonie, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"J69.0"|"Pneumonie durch Nahrung oder Erbrochenes"|NA|"J69.0"|"Pneumonie durch Nahrung oder Erbrochenes"
"Emblaveo"|"Aztreonam/Avibactam"|"J85.1"|"Abszess der Lunge mit Pneumonie"|NA|"J85.1"|"Abszess der Lunge mit Pneumonie"
"Emblaveo"|"Aztreonam/Avibactam"|"J95.4"|"Mendelson-Syndrom"|NA|"J95.4"|"Mendelson-Syndrom"
"Emblaveo"|"Aztreonam/Avibactam"|"N10"|"Akute tubulointerstitielle Nephritis"|NA|"N10"|"Akute tubulointerstitielle Nephritis"
"Emblaveo"|"Aztreonam/Avibactam"|"N11.0"|"Nichtobstruktive, mit Reflux verbundene chronische Pyelonephritis"|NA|"N11.0"|"Nichtobstruktive, mit Reflux verbundene chronische Pyelonephritis"
"Emblaveo"|"Aztreonam/Avibactam"|"N11.1"|"Chronische obstruktive Pyelonephritis"|NA|"N11.1"|"Chronische obstruktive Pyelonephritis"
"Emblaveo"|"Aztreonam/Avibactam"|"N11.8"|"Sonstige chronische tubulointerstitielle Nephritis"|NA|"N11.8"|"Sonstige chronische tubulointerstitielle Nephritis"
"Emblaveo"|"Aztreonam/Avibactam"|"N11.9"|"Chronische tubulointerstitielle Nephritis, nicht näher bezeichnet"|NA|"N11.9"|"Chronische tubulointerstitielle Nephritis, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"N12"|"Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet"|NA|"N12"|"Tubulointerstitielle Nephritis, nicht als akut oder chronisch bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.60"|"Hydronephrose bei ureteropelviner Obstruktion mit Infektion der Niere"|NA|"N13.60"|"Hydronephrose bei ureteropelviner Obstruktion mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.61"|"Hydronephrose bei Ureterstriktur, anderenorts nicht klassifiziert, mit Infektion der Niere"|NA|"N13.61"|"Hydronephrose bei Ureterstriktur, anderenorts nicht klassifiziert, mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.62"|"Hydronephrose bei Obstruktion durch Nierenstein mit Infektion der Niere"|NA|"N13.62"|"Hydronephrose bei Obstruktion durch Nierenstein mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.63"|"Hydronephrose bei Obstruktion durch Ureterstein mit Infektion der Niere"|NA|"N13.63"|"Hydronephrose bei Obstruktion durch Ureterstein mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.64"|"Hydronephrose bei Obstruktion durch Nieren- und Ureterstein, Steinlokalisation nicht näher bezeichnet, mit Infektion der Niere"|NA|"N13.64"|"Hydronephrose bei Obstruktion durch Nieren- und Ureterstein, Steinlokalisation nicht näher bezeichnet, mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.65"|"Sonstige und nicht näher bezeichnete Hydronephrose mit Infektion der Niere"|NA|"N13.65"|"Sonstige und nicht näher bezeichnete Hydronephrose mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.66"|"Hydroureter mit Infektion der Niere"|NA|"N13.66"|"Hydroureter mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.67"|"Abknickung und Striktur des Ureters ohne Hydronephrose mit Infektion der Niere"|NA|"N13.67"|"Abknickung und Striktur des Ureters ohne Hydronephrose mit Infektion der Niere"
"Emblaveo"|"Aztreonam/Avibactam"|"N13.68"|"Sonstige und nicht näher bezeichnete Pyonephrose"|NA|"N13.68"|"Sonstige und nicht näher bezeichnete Pyonephrose"
"Emblaveo"|"Aztreonam/Avibactam"|"N15.10"|"Nierenabszess"|NA|"N15.10"|"Nierenabszess"
"Emblaveo"|"Aztreonam/Avibactam"|"N15.9"|"Tubulointerstitielle Nierenkrankheit, nicht näher bezeichnet"|NA|"N15.9"|"Tubulointerstitielle Nierenkrankheit, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"N28.88"|"Sonstige näher bezeichnete Krankheiten der Niere und des Ureters"|NA|"N28.88"|"Sonstige näher bezeichnete Krankheiten der Niere und des Ureters"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.0"|"Akute Zystitis"|NA|"N30.0"|"Akute Zystitis"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.1"|"Interstitielle Zystitis (chronisch)"|NA|"N30.1"|"Interstitielle Zystitis (chronisch)"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.2"|"Sonstige chronische Zystitis"|NA|"N30.2"|"Sonstige chronische Zystitis"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.3"|"Trigonumzystitis"|NA|"N30.3"|"Trigonumzystitis"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.80"|"Abszess der Harnblasenwand"|NA|"N30.80"|"Abszess der Harnblasenwand"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.88"|"Sonstige Zystitis"|NA|"N30.88"|"Sonstige Zystitis"
"Emblaveo"|"Aztreonam/Avibactam"|"N30.9"|"Zystitis, nicht näher bezeichnet"|NA|"N30.9"|"Zystitis, nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"N34.0"|"Harnröhrenabszess"|NA|"N34.0"|"Harnröhrenabszess"
"Emblaveo"|"Aztreonam/Avibactam"|"N34.1"|"Unspezifische Urethritis"|NA|"N34.1"|"Unspezifische Urethritis"
"Emblaveo"|"Aztreonam/Avibactam"|"N34.2"|"Sonstige Urethritis"|NA|"N34.2"|"Sonstige Urethritis"
"Emblaveo"|"Aztreonam/Avibactam"|"N39.0"|"Harnwegsinfektion, Lokalisation nicht näher bezeichnet"|NA|"N39.0"|"Harnwegsinfektion, Lokalisation nicht näher bezeichnet"
"Emblaveo"|"Aztreonam/Avibactam"|"N41.3"|"Prostatazystitis"|NA|"N41.3"|"Prostatazystitis"
"Emblaveo"|"Aztreonam/Avibactam"|"T83.5"|"Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Harntrakt"|NA|"T83.5"|"Infektion und entzündliche Reaktion durch Prothese, Implantat oder Transplantat im Harntrakt"
"Emblaveo"|"Aztreonam/Avibactam"|"O23.0"|"Infektionen der Niere in der Schwangerschaft"|NA|"O23.0"|"Infektionen der Niere in der Schwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"O23.1"|"Infektionen der Harnblase in der Schwangerschaft"|NA|"O23.1"|"Infektionen der Harnblase in der Schwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"O23.3"|"Infektionen von sonstigen Teilen der Harnwege in der Schwangerschaft"|NA|"O23.3"|"Infektionen von sonstigen Teilen der Harnwege in der Schwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"O23.4"|"Nicht näher bezeichnete Infektion der Harnwege in der Schwangerschaft"|NA|"O23.4"|"Nicht näher bezeichnete Infektion der Harnwege in der Schwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"O23.9"|"Sonstige und nicht näher bezeichnete Infektion des Urogenitaltraktes in der Schwangerschaft"|NA|"O23.9"|"Sonstige und nicht näher bezeichnete Infektion des Urogenitaltraktes in der Schwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"O86.2"|"Infektion des Harntraktes nach Entbindung"|NA|"O86.2"|"Infektion des Harntraktes nach Entbindung"
"Emblaveo"|"Aztreonam/Avibactam"|"O86.3"|"Sonstige Infektionen des Urogenitaltraktes nach Entbindung"|NA|"O86.3"|"Sonstige Infektionen des Urogenitaltraktes nach Entbindung"
"Emblaveo"|"Aztreonam/Avibactam"|"O23.2"|"Infektionen der Urethra in der Schwangerschaft"|NA|"O23.2"|"Infektionen der Urethra in der Schwangerschaft"
"Emblaveo"|"Aztreonam/Avibactam"|"A41.58"|"Sepsis: Sonstige gramnegative Erreger"|NA|"A41.58"|"Sepsis: Sonstige gramnegative Erreger"
"Emblaveo"|"Aztreonam/Avibactam"|"A49.88"|"Infektion durch sonstige Bakterien nicht näher bezeichneter Lokalisation"|NA|"A49.88"|"Infektion durch sonstige Bakterien nicht näher bezeichneter Lokalisation"
"Emblaveo"|"Aztreonam/Avibactam"|"G00.9"|"Bakterielle Meningitis, nicht näher bezeichnet"|NA|"G00.9"|"Bakterielle Meningitis, nicht näher bezeichnet"
"Adzynma"|"rADAMTS13 "|"M31.1"|"Thrombotische Mikroangiopathie"|NA|"M31.1"|"Thrombotische Mikroangiopathie"
"Truqap"|"Capivasertib"|"C50.0"|"Bösartige Neubildung: Brustwarze und Warzenhof"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.1"|"Bösartige Neubildung: Zentraler Drüsenkörper der Brustdrüse"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.2"|"Bösartige Neubildung: Oberer innerer Quadrant der Brustdrüse"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.3"|"Bösartige Neubildung: Unterer innerer Quadrant der Brustdrüse"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.4"|"Bösartige Neubildung: Oberer äußerer Quadrant der Brustdrüse"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.5"|"Bösartige Neubildung: Unterer äußerer Quadrant der Brustdrüse"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.6"|"Bösartige Neubildung: Recessus axillaris der Brustdrüse"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.8"|"Bösartige Neubildung: Brustdrüse, mehrere Teilbereiche überlappend"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Truqap"|"Capivasertib"|"C50.9"|"Bösartige Neubildung: Brustdrüse, nicht näher bezeichnet"|NA|"C50"|"Bösartige Neubildung der Brustdrüse [Mamma]"
"Fabhalta"|"Iptacopan"|"D59.5"|"Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]"|NA|"D59.5"|"Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]"
"Tagrisso"|"Osimertinib"|"C33"|"Bösartige Neubildung der Trachea"|"L01EB04"|"C33"|"Bösartige Neubildung der Trachea"
"Fruzaqla"|"Fruquintinib"|"C18.4"|"Bösartige Neubildung: Colon transversum"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.0"|"Bösartige Neubildung: Zäkum"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.2"|"Bösartige Neubildung: Colon ascendens"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.6"|"Bösartige Neubildung: Colon descendens"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.3"|"Bösartige Neubildung: Flexura coli dextra [hepatica]"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C19"|"Bösartige Neubildung am Rektosigmoid, Übergang"|"L01EK04"|"C19"|"Bösartige Neubildung am Rektosigmoid, Übergang"
"Fruzaqla"|"Fruquintinib"|"C18.7"|"Bösartige Neubildung: Colon sigmoideum"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.8"|"Bösartige Neubildung: Kolon, mehrere Teilbereiche überlappend"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.5"|"Bösartige Neubildung: Flexura coli sinistra [lienalis]"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C20"|"Bösartige Neubildung des Rektums"|"L01EK04"|"C20"|"Bösartige Neubildung des Rektums"
"Fruzaqla"|"Fruquintinib"|"C18.1"|"Bösartige Neubildung: Appendix vermiformis"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Fruzaqla"|"Fruquintinib"|"C18.9"|"Bösartige Neubildung: Kolon, nicht näher bezeichnet"|"L01EK04"|"C18"|"Bösartige Neubildung des Kolons"
"Locametz"|"Gozetotid"|"C61"|"Bösartige Neubildung der Prostata"|"V09IX14"|"C61"|"Bösartige Neubildung der Prostata"
"Mektovi"|"Binimetinib"|"C34.0"|"Bösartige Neubildung: Hauptbronchus"|"L01EE03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Mektovi"|"Binimetinib"|"C34.1"|"Bösartige Neubildung: Oberlappen (-Bronchus)"|"L01EE03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Mektovi"|"Binimetinib"|"C34.2"|"Bösartige Neubildung: Mittellappen (-Bronchus)"|"L01EE03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Mektovi"|"Binimetinib"|"C34.3"|"Bösartige Neubildung: Unterlappen (-Bronchus)"|"L01EE03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Mektovi"|"Binimetinib"|"C34.8"|"Bösartige Neubildung: Bronchus und Lunge, mehrere Teilbereiche überlappend"|"L01EE03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Mektovi"|"Binimetinib"|"C34.9"|"Bösartige Neubildung: Bronchus oder Lunge, nicht näher bezeichnet"|"L01EE03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Braftovi"|"Encorafenib"|"C34.0"|"Bösartige Neubildung: Hauptbronchus"|"L01EC03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Braftovi"|"Encorafenib"|"C34.1"|"Bösartige Neubildung: Oberlappen (-Bronchus)"|"L01EC03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Braftovi"|"Encorafenib"|"C34.2"|"Bösartige Neubildung: Mittellappen (-Bronchus)"|"L01EC03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Braftovi"|"Encorafenib"|"C34.3"|"Bösartige Neubildung: Unterlappen (-Bronchus)"|"L01EC03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Braftovi"|"Encorafenib"|"C34.8"|"Bösartige Neubildung: Bronchus und Lunge, mehrere Teilbereiche überlappend"|"L01EC03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Braftovi"|"Encorafenib"|"C34.9"|"Bösartige Neubildung: Bronchus oder Lunge, nicht näher bezeichnet"|"L01EC03"|"C34"|"Bösartige Neubildung der Bronchien und der Lunge"
"Filspari"|"Sparsentan"|"N02.5"|"Rezidivierende und persistierende Hämaturie: Diffuse mesangiokapilläre Glomerulonephritis"|"C09XX01"|"N02.5"|"Rezidivierende und persistierende Hämaturie: Diffuse mesangiokapilläre Glomerulonephritis"
