"ID_BE"|"URL"|"NAME_HN"|"ID_PAT_GR"|"WS_BEW"|"DATUM_BE_VOM"|"NAME_ZVT_BEST"|"ZVT_ZN_A"|"ZVT_ZN_w"|"ATC"
"304"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/303/"|"Maviret"|"1180"|"Glecaprevir/Pibrentasvir"|"2018-02-01"|"Ledipasvir/Sofosbuvir"|"ist nicht belegt"|NA|"J05AP57"
"304"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/303/"|"Maviret"|"1181"|"Glecaprevir/Pibrentasvir"|"2018-02-01"|"Ledipasvir/Sofosbuvir"|"ist nicht belegt"|NA|"J05AP57"
"304"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/303/"|"Maviret"|"1182"|"Glecaprevir/Pibrentasvir"|"2018-02-01"|"Eine patientenindividuelle Therapie nach Maßgabe des Arztes, unter Beachtung der Vortherapie(n), Genotyp und der jeweiligen Zulassung. Mögliche Kreuzresistenzen bei der Auswahl der antiviralen Therapie v.a. bei Proteaseinhibitoren sind zu berücksichtigen."|"ist nicht belegt"|NA|"J05AP57"
"305"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/302/"|"Komboglyze"|"625"|"Saxagliptin/Metformin"|"2018-02-01"|"•	Humaninsulin + Metformin oder 
•	Humaninsulin + Empagliflozin oder 
•	Humaninsulin + Liraglutid oder 
•	Humaninsulin, wenn Metformin und Empagliflozin und Liraglutid gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"ist nicht belegt"|NA|"A10BD10"
"306"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/305/"|"Kevzara"|"626"|"Sarilumab"|"2018-02-15"|"Alternative klassische DMARDs, sofern geeignet (z. B. Methotrexat, Leflunomid) als Mono- oder Kombinationstherapie"|"ist nicht belegt"|NA|"L04AC14"
"306"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/305/"|"Kevzara"|"1778"|"Sarilumab"|"2018-02-15"|"biotechnologisch hergestellte DMARDs (bDMARDs) (Adalimumab oder Etanercept oder Certolizumab-Pegol oder Tocilizumab) als Monotherapie unter Berücksichtigung jeweiligen Zulassungsstatus bei Methotrexat-Unverträglichkeit"|"beträchtlich"|"Anhaltspunkt"|"L04AC14"
"306"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/305/"|"Kevzara"|"1779"|"Sarilumab"|"2018-02-15"|"biotechnologisch hergestellte DMARDs (bDMARDs) in Kombination mit Methotrexat (Adalimumab oder Etanercept oder Certolizumab-Pegol oder Golimumab oder Abatacept oder Tocilizumab)"|"ist nicht belegt"|NA|"L04AC14"
"306"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/305/"|"Kevzara"|"1780"|"Sarilumab"|"2018-02-15"|"Wechsel der bDMARD-Therapie (Adalimumab oder Etanercept oder Certolizumab-Pegol oder Golimumab oder Abatacept oder Tocilizumab; in Kombination mit Merthotrexat (MTX) ggf. als Monotherapie unter Berücksichtigung des jeweiligen Zulassungsstatus bei MTX-Unverträglichkeit; oder bei Patienten mit schwerer rheumatoider Arthritis Rituximab unter Berücksichtigung der Zulassung) in Abhängigkeit von der Vortherapie."|"ist nicht belegt"|NA|"L04AC14"
"307"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/306/"|"Vosevi"|"627"|"Sofosbuvir/Velpatasvir/Voxilaprevir"|"2018-02-15"|"Ledipasvir/Sofosbuvir"|"ist nicht belegt"|NA|"J05AP56"
"307"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/306/"|"Vosevi"|"1196"|"Sofosbuvir/Velpatasvir/Voxilaprevir"|"2018-02-15"|"Sofosbuvir plus Ribavirin oder Sofosbuvir/Velpatasvir"|"ist nicht belegt"|NA|"J05AP56"
"307"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/306/"|"Vosevi"|"1197"|"Sofosbuvir/Velpatasvir/Voxilaprevir"|"2018-02-15"|"Sofosbuvir plus Ribavirin oder Sofosbuvir/Velpatasvir"|"ist nicht belegt"|NA|"J05AP56"
"307"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/306/"|"Vosevi"|"1198"|"Sofosbuvir/Velpatasvir/Voxilaprevir"|"2018-02-15"|"Ledipasvir/Sofosbuvir"|"ist nicht belegt"|NA|"J05AP56"
"307"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/306/"|"Vosevi"|"1199"|"Sofosbuvir/Velpatasvir/Voxilaprevir"|"2018-02-15"|"Ledipasvir/Sofosbuvir"|"ist nicht belegt"|NA|"J05AP56"
"307"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/306/"|"Vosevi"|"1200"|"Sofosbuvir/Velpatasvir/Voxilaprevir"|"2018-02-15"|"Eine patientenindividuelle Therapie nach Maßgabe des Arztes, unter Beachtung der Vortherapie(n), Genotyp und der jeweiligen Zulassung. Mögliche Kreuzresistenzen bei der Auswahl der antiviralen Therapie v.a. bei Proteaseinhibitoren sind zu berücksichtigen."|"ist nicht belegt"|NA|"J05AP56"
"308"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/308/"|"Kyprolis"|"628"|"Carfilzomib"|"2018-02-15"|"- Bortezomib in Kombination mit pegyliertem, liposomalen Doxorubicin
oder
- Bortezomib in Kombination mit Dexamethason
oder
- Lenalidomid in Kombination mit Dexamethason
oder
- Elotuzumab in Kombination mit Lenalidomid und Dexamethason"|"beträchtlich"|"Anhaltspunkt"|"L01XG02"
"308"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/308/"|"Kyprolis"|"988"|"Carfilzomib"|"2018-02-15"|"- Bortezomib in Kombination mit pegyliertem, liposomalen Doxorubicin
oder
- Bortezomib in Kombination mit Dexamethason
oder
- Lenalidomid in Kombination mit Dexamethason
oder
- Elotuzumab in Kombination mit Lenalidomid und Dexamethason"|"beträchtlich"|"Anhaltspunkt"|"L01XG02"
"309"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/309/"|"Harvoni"|"629"|"Ledipasvir/Sofosbuvir"|"2018-02-15"|"Ribavirin plus Peginterferon alfa 
Die Angaben der Fachinformationen der Kombinationspartner der zweckmäßigen Vergleichstherapie sind zu beachten."|"nicht quantifizierbar"|"Anhaltspunkt"|"J05AP51"
"309"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/309/"|"Harvoni"|"1191"|"Ledipasvir/Sofosbuvir"|"2018-02-15"|"Ribavirin plus Peginterferon alfa 
Die Angaben der Fachinformationen der Kombinationspartner der zweckmäßigen Vergleichstherapie sind zu beachten."|"ist nicht belegt"|NA|"J05AP51"
"309"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/309/"|"Harvoni"|"1192"|"Ledipasvir/Sofosbuvir"|"2018-02-15"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"J05AP51"
"309"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/309/"|"Harvoni"|"1193"|"Ledipasvir/Sofosbuvir"|"2018-02-15"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"J05AP51"
"310"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/307/"|"Darzalex"|"991"|"Daratumumab"|"2018-02-15"|"Eine patientenindividuelle Therapie nach Maßgabe des Arztes, insbesondere in Abhängigkeit von den Vortherapien sowie der Ausprägung und Dauer des Ansprechens sowie unter Beachtung der Zulassung der jeweiligen Arzneimittel."|"ist nicht belegt"|NA|"L01FC01"
"311"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/310/"|"Kyntheum"|"631"|"Brodalumab"|"2018-03-01"|"Fumarsäureester oder Ciclosporin oder Methotrexat oder Phototherapie (NB1-UV-B, Photosoletherapie) oder Secukinumab"|"ist nicht belegt"|NA|"L04AC12"
"311"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/310/"|"Kyntheum"|"1393"|"Brodalumab"|"2018-03-01"|"Adalimumab oder Infliximab oder Secukinumab oder Ustekinumab"|"nicht quantifizierbar"|"Hinweis"|"L04AC12"
"313"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/312/"|"Keytruda"|"1407"|"Pembrolizumab"|"2018-03-16"|"•	Vinflunin
oder 
•	Eine erneute Cisplatin-basierte Chemotherapie (für Patienten die, abhängig von Krankheitsverlauf, Allgemeinzustand und Verträglichkeit der Erstlinientherapie, für eine solche in Frage kommen)"|"beträchtlich"|"Hinweis"|"L01FF02"
"314"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/313/"|"Vimizim"|"634"|"Elosulfase alfa"|"2018-03-16"|NA|"gering"|NA|"A16AB12"
"316"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/314/"|"Tecentriq"|"636"|"Atezolizumab"|"2018-03-16"|"Docetaxel oder Pemetrexed oder Nivolumab oder Pembrolizumab (Pemetrexed: außer bei überwiegend plattenepithelialer Histologie, Pembrolizumab: nur für Patienten mit PD-L1 exprimierenden Tumoren (TPS ≥ 1 %))"|"beträchtlich"|"Hinweis"|"L01FF05"
"316"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/314/"|"Tecentriq"|"1702"|"Atezolizumab"|"2018-03-16"|"Best-Supportive-Care"|"ist nicht belegt"|NA|"L01FF05"
"317"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/315/"|"Tecentriq"|"637"|"Atezolizumab"|"2018-03-16"|"•	Vinflunin
oder
•	Eine erneute Cisplatin-basierte Chemotherapie (für Patienten die, abhängig von Krankheitsverlauf, Allgemeinzustand und Verträglichkeit der Erstlinientherapie, für eine solche in Frage kommen)"|"gering"|"Anhaltspunkt"|"L01FF05"
"318"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/317/"|"Skilarence"|"638"|"Dimethylfumarat"|"2018-03-16"|"Fumarsäureester oder Ciclosporin oder Methotrexat oder Secukinumab

Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen."|"ist nicht belegt"|NA|"D05BX02"
"318"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/317/"|"Skilarence"|"1396"|"Dimethylfumarat"|"2018-03-16"|"Adalimumab oder Infliximab oder Secukinumab oder Ustekinumab"|"ist nicht belegt"|NA|"D05BX02"
"319"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/318/"|"Symtuza"|"639"|"Darunavir/Cobicistat/Emtricitabin/Tenofoviralafenamid"|"2018-03-16"|"Rilpivirin in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin 
oder 
Dolutegravir in Kombination mit Tenofovirdisoproxil/-alafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin"|"ist nicht belegt"|NA|"J05AR22"
"319"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/318/"|"Symtuza"|"1242"|"Darunavir/Cobicistat/Emtricitabin/Tenofoviralafenamid"|"2018-03-16"|"Rilpivirin in Kombination mit Tenofoviralafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin 
oder 
Dolutegravir in Kombination mit Tenofoviralafenamid plus Emtricitabin oder in Kombination mit Abacavir plus Lamivudin"|"ist nicht belegt"|NA|"J05AR22"
"319"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/318/"|"Symtuza"|"1243"|"Darunavir/Cobicistat/Emtricitabin/Tenofoviralafenamid"|"2018-03-16"|"Eine individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen"|"ist nicht belegt"|NA|"J05AR22"
"319"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/318/"|"Symtuza"|"1244"|"Darunavir/Cobicistat/Emtricitabin/Tenofoviralafenamid"|"2018-03-16"|"Eine individuelle antiretrovirale Therapie in Abhängigkeit der Vortherapie(n) und unter Berücksichtigung des Grundes für den Therapiewechsel, insbesondere Therapieversagen aufgrund eines virologischen Versagens und etwaig einhergehender Resistenzbildung oder aufgrund von Nebenwirkungen"|"ist nicht belegt"|NA|"J05AR22"
"350"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/350/"|"Taltz"|"669"|"Ixekizumab"|"2018-08-16"|"Leflunomid"|"ist nicht belegt"|NA|"L04AC13"
"350"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/350/"|"Taltz"|"1357"|"Ixekizumab"|"2018-08-16"|"TNF-alpha-Hemmer (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab) ggf. in Kombination mit Methotrexat"|"gering"|"Anhaltspunkt"|"L04AC13"
"350"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/350/"|"Taltz"|"1358"|"Ixekizumab"|"2018-08-16"|"der Wechsel auf ein anderes biologisches krankheitsmodifizierendes Antirheumatikum (Adalimumab oder Certolizumab Pegol oder Etanercept oder Golimumab oder Infliximab oder Secukinumab oder Ustekinumab) ggf. in Kombination mit Methotrexat"|"ist nicht belegt"|NA|"L04AC13"
"351"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/353/"|"Suliqua"|"670"|"Insulin glargin/Lixisenatid"|"2018-08-16"|"− Humaninsulin + Metformin oder
− Humaninsulin + Empagliflozin oder
− Humaninsulin + Liraglutid oder
− Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind.

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"ist nicht belegt"|NA|"A10AE54"
"351"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/353/"|"Suliqua"|"1315"|"Insulin glargin/Lixisenatid"|"2018-08-16"|"Die Optimierung des Humaninsulinregimes (ggf. + Metformin oder Empagliflozin oder Liraglutid)

Hinweis: Empagliflozin ​und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung.​"|"ist nicht belegt"|NA|"A10AE54"
"352"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/352/"|"Trelegy Ellipta"|"671"|"Vilanterol/Umeclidinium/Fluticason"|"2018-08-16"|"eine patientenindividuelle Therapieoptimierung - unter Berücksichtigung der Vortherapie - mit einem langwirksamen Beta-2-Sympathomimetika (LABA) und einem langwirksamen Anticholinergika (LAMA) und ggf. einem inhalativen Corticosteroid (ICS)"|"ist nicht belegt"|NA|"R03AL08"
"353"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/354/"|"Repatha"|"1164"|"Evolocumab"|"2018-09-06"|"maximal tolerierte medikamentöse und diätetische Therapie zur Lipidsenkung"|"ist nicht belegt"|NA|"C10AX13"
"353"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/354/"|"Repatha"|"1166"|"Evolocumab"|"2018-09-06"|"Alirocumab oder LDL-Apherese (als „ultima ratio“ bei therapierefraktären Verläufen) ggf. mit begleitender medikamentöser lipidsenkender Therapie."|"ist nicht belegt"|NA|"C10AX13"
"353"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/354/"|"Repatha"|"1201"|"Evolocumab"|"2018-09-06"|"maximal tolerierte medikamentöse und diätetische Therapie zur Lipidsenkung"|"ist nicht belegt"|NA|"C10AX13"
"354"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/355/"|"Hemlibra"|"673"|"Emicizumab"|"2018-09-20"|"-	eine patientenindividuelle Therapie unter Berücksichtigung von Faktoren wie z.B. dem Hemmkörper-Titer, Blutungsereignissen, Blutungsrisiko und Verträglichkeit unter Verwendung eines Präparats mit Bypassing-Aktivität (mit Faktor VIII-Inhibitor-Bypassing-Aktivität angereicherte Humanplasmafraktion)
Die Zulassungen der jeweiligen Arzneimittel sind zu beachten"|"nicht quantifizierbar"|"Anhaltspunkt"|"B02BX06"
"354"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/355/"|"Hemlibra"|"1046"|"Emicizumab"|"2018-09-20"|"-	eine patientenindividuelle Therapie unter Berücksichtigung von Faktoren wie z.B. dem Hemmkörper-Titer, Blutungsereignissen, Blutungsrisiko und Verträglichkeit unter Verwendung eines Präparats mit Bypassing-Aktivität (mit Faktor VIII-Inhibitor-Bypassing-Aktivität angereicherte Humanplasmafraktion)
Die Zulassungen der jeweiligen Arzneimittel sind zu beachten"|"ist nicht belegt"|NA|"B02BX06"
"355"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/356/"|"Veltassa"|"674"|"Patiromer"|"2018-09-20"|"Eine patientenindividuelle Therapie unter Berücksichtigung der Ätiologie, des Schweregrads und der Symptomatik.
Optimierung der Behandlung der Grund- und Begleiterkrankungen, insbesondere Anpassung der medikamentösen Therapie, sowie ggf. Ernährungsumstellung sind Maßnahmen im Rahmen der patientenindividuellen Therapie, die in der Behandlung der Hyperkaliämie die Standardtherapie darstellen.
Die jeweilige Zulassung der Arzneimittel ist zu berücksichtigen."|"ist nicht belegt"|NA|"V03AE09"
"356"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/357/"|"Sialanar"|"675"|"Glycopyrronium"|"2018-09-20"|"Best-Supportive-Care"|"nicht quantifizierbar"|"Anhaltspunkt"|"A03AB02"
"357"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/358/"|"Zinplava"|"676"|"Bezlotoxumab"|"2018-09-20"|"Beobachtendes Abwarten"|"gering"|"Hinweis"|"J06BC03"
"359"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/360/"|"Reagila"|"747"|"Cariprazin"|"2018-10-04"|"Amisulprid oder Aripiprazol oder Olanzapin oder Paliperidon oder Quetiapin oder Risperidon oder Ziprasidon."|"ist nicht belegt"|NA|"N05AX15"
"359"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/360/"|"Reagila"|"748"|"Cariprazin"|"2018-10-04"|"Amisulprid oder Aripiprazol oder Olanzapin oder Paliperidon oder Quetiapin oder Risperidon oder Ziprasidon."|"gering"|"Hinweis"|"N05AX15"
"359"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/360/"|"Reagila"|"987"|"Cariprazin"|"2018-10-04"|"Amisulprid oder Aripiprazol oder Olanzapin oder Paliperidon oder Quetiapin oder Risperidon oder Ziprasidon."|"ist nicht belegt"|NA|"N05AX15"
"361"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/362/"|"Sativex"|"679"|"Extrakt aus Cannabis sativa"|"2018-11-01"|"Optimierte Standardtherapie mit Baclofen (oral) oder Tizanidin oder Dantrolen unter Berücksichtigung der zugelassenen Dosierungen. Es sollen mindestens zwei vorangegangene Therapien erfolgt sein, in denen jeweils verschiedene orale Spasmolytika, davon mindestens ein Arzneimittel mit Baclofen oder Tizanidin, optimiert eingesetzt sind."|"gering"|"Hinweis"|"N02BG10"
"362"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/365/"|"Adynovi"|"680"|"Rurioctocog alfa pegol"|"2018-11-01"|"Rekombinante oder aus humanem Plasma gewonnene Blutgerinnungsfaktor-VIII-Präparate"|"ist nicht belegt"|NA|"B02BD38"
"363"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/363/"|"Alkindi"|"681"|"Hydrocortison"|"2018-11-01"|"Hydrocortison"|"ist nicht belegt"|NA|"H02AB09"
"364"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/364/"|"Steglujan"|"682"|"Ertugliflozin/Sitagliptin"|"2018-11-01"|"− Humaninsulin + Metformin oder 
− Humaninsulin + Empagliflozin* oder 
− Humaninsulin + Liraglutid* oder 
− Humaninsulin, wenn die bestimmten Kombinationspartner gemäß Fachinformation unverträglich oder kontraindiziert oder aufgrund eines fortgeschrittenen Diabetes mellitus Typ 2 nicht ausreichend wirksam sind 

* Empagliflozin und Liraglutid in Kombination mit weiterer Medikation zur Behandlung der kardiovaskulären Risikofaktoren, insbesondere Antihypertensiva, Antikoagulanzien und/oder Lipidsenker und nur für Patienten mit manifester kardiovaskulärer Erkrankung."|"ist nicht belegt"|NA|"A10BD24"
"366"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/366/"|"Alofisel"|"684"|"Darvadstrocel"|"2018-11-22"|NA|"nicht quantifizierbar"|NA|"L04AX08"
"367"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/369/"|"Lynparza"|"685"|"Olaparib"|"2018-12-06"|"Beobachtendes Abwarten"|"gering"|"Anhaltspunkt"|"L01XK01"
"368"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/370/"|"Juluca"|"686"|"Dolutegravir/Rilpivirin"|"2018-12-06"|"Eine individuelle antiretrovirale Therapie (ART) in Abhängigkeit der Vortherapie(n) und ggf. unter Berücksichtigung von Nebenwirkungen"|"ist nicht belegt"|NA|"J05AR21"
"369"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/371/"|"Cabometyx "|"687"|"Cabozantinib"|"2018-12-06"|"- Bevacizumab in Kombination mit Interferon alfa-2a
oder
- Monotherapie mit Pazopanib
oder
- Monotherapie mit Sunitinib"|"ist nicht belegt"|NA|"L01EX07"
"369"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/371/"|"Cabometyx "|"1218"|"Cabozantinib"|"2018-12-06"|"- Temsirolimus
oder
- Sunitinib"|"ist nicht belegt"|NA|"L01EX07"
"371"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/372/"|"Opdivo"|"689"|"Nivolumab"|"2018-12-20"|"Nivolumab oder Pembrolizumab"|"geringerer Nutzen"|"Hinweis"|"L01FF01"
"400"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/394/"|"Ibrance"|"718"|"Palbociclib"|"2019-03-22"|"Eine weitere endokrine Therapie in Abhängigkeit der Vortherapie mit:
- Tamoxifen
oder
- Anastrozol
oder
- Fulvestrant; nur für Patientinnen mit Rezidiv oder Progress nach einer Antiöstrogen-Behandlung,
oder
- Letrozol; nur für Patientinnen mit Rezidiv oder Progress nach einer Antiöstrogen-Behandlung,
oder
- Exemestan; nur für Patientinnen mit Progress nach einer Antiöstrogen-Behandlung,
oder
- Everolimus in Kombination mit Exemestan; nur für Patientinnen ohne symptomatische viszerale Metastasierung, nachdem es zu einer Progression nach einem nicht-steroidalen Aromataseinhibitor gekommen ist"|"ist nicht belegt"|NA|"L01EF01"
"400"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/394/"|"Ibrance"|"1512"|"Palbociclib"|"2019-03-22"|"Eine endokrine Therapie nach Maßgabe des Arztes, unter Beachtung der jeweiligen Zulassung.
Im vorliegenden Anwendungsgebiet sind Tamoxifen, Letrozol, Exemestan, Megestrolacetat und Medroxyprogesteronacetat zugelassen."|"ist nicht belegt"|NA|"L01EF01"
"402"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/403/"|"Keytruda"|"720"|"Pembrolizumab"|"2019-04-04"|"Nivolumab"|"ist nicht belegt"|NA|"L01FF02"
"403"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/404/"|"Jetrea"|"721"|"Ocriplasmin"|"2019-04-04"|"Beobachtendes Abwarten"|"gering"|"Anhaltspunkt"|"S01XA22"
"403"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/404/"|"Jetrea"|"959"|"Ocriplasmin"|"2019-04-04"|"Pars-plana-Vitrektomie"|"ist nicht belegt"|NA|"S01XA22"
"404"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/405/"|"Imfinzi"|"722"|"Durvalumab"|"2019-04-04"|"Best-Supportive-Care"|"beträchtlich"|"Anhaltspunkt"|"L01FF03"
"405"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/410/"|"Verzenios"|"723"|"Abemaciclib"|"2019-05-02"|"Tamoxifen in Kombination mit einer Ausschaltung der Ovarialfunktion"|"ist nicht belegt"|NA|"L01EF03"
"405"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/410/"|"Verzenios"|"1508"|"Abemaciclib"|"2019-05-02"|"eine weitere endokrine Therapie in Abhängigkeit der Vortherapie mit:
• Tamoxifen oder
• Anastrozol oder
• Fulvestrant; nur für Patientinnen mit Rezidiv oder Progress nach einer Antiöstrogen-
Behandlung oder
• Letrozol; nur für Patientinnen mit Rezidiv oder Progress nach einer Antiöstrogen-
Behandlung oder
• Exemestan; nur für Patientinnen mit Progress nach einer Antiöstrogen-Behandlung
oder
• Everolimus in Kombination mit Exemestan; nur für Patientinnen ohne symptomatische
viszerale Metastasierung, nachdem es zu einer Progression nach einem nicht-steroidalen Aromataseinhibitor gekommen ist."|"ist nicht belegt"|NA|"L01EF03"
"405"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/410/"|"Verzenios"|"1509"|"Abemaciclib"|"2019-05-02"|"eine endokrine Therapie nach Maßgabe des Arztes, unter Beachtung der jeweiligen Zulassung.
Im vorliegenden Anwendungsgebiet sind Tamoxifen, Letrozol, Exemestan, Megestrolacetat und Medroxyprogesteronacetat zugelassen."|"ist nicht belegt"|NA|"L01EF03"
"406"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/409/"|"Verzenios"|"994"|"Abemaciclib"|"2019-05-02"|"Tamoxifen in Kombination mit einer Ausschaltung der Ovarialfunktion."|"ist nicht belegt"|NA|"L01EF03"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"725"|"Semaglutid"|"2019-05-02"|"Sulfonylharnstoff (Glibenclamid oder Glimepirid)"|"ist nicht belegt"|NA|"A10BJ06"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2122"|"Semaglutid"|"2019-05-02"|"Sulfonylharnstoff (Glibenclamid oder Glimepirid)"|"ist nicht belegt"|NA|"A10BJ06"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2123"|"Semaglutid"|"2019-05-02"|"• Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder • Metformin + Empagliflozin oder • Humaninsulin, wenn Metformin gemäß Fachinformation unverträglich oder kontraindiziert ist"|"ist nicht belegt"|NA|"A10BJ06"
"407"|"https://www.g-ba.de/bewertungsverfahren/nutzenbewertung/412/"|"Ozempic"|"2124"|"Semaglutid"|"2019-05-02"|"• Metformin + Sulfonylharnstoff (Glibenclamid oder Glimepirid) oder • Metformin + Empagliflozin oder • Metformin + Liraglutid • Humaninsulin, wenn Metformin gemäß Fachinformation unverträglich oder kontraindiziert ist"|"gering"|"Anhaltspunkt"|"A10BJ06"
